"MEG_ID"	"Broadclass"	"Class"	"Mechanism"	"Gene"
"704"	"MEG_4315"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"OPTRA"
"705"	"MEG_4842"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"706"	"MEG_7528"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANTC"
"707"	"MEG_3603"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUA"
"708"	"MEG_6994"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"
"709"	"MEG_3051"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"FPVA"
"710"	"MEG_4874"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"711"	"MEG_5397"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone_ABC_efflux_pump"	"PATA"
"712"	"MEG_3313"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"IMI"
"713"	"MEG_7413"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANHB"
"714"	"MEG_449"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"715"	"MEG_1224"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"BEPD"
"716"	"MEG_3942"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"MFPA"
"717"	"MEG_938"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"718"	"MEG_3558"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"719"	"MEG_3536"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LAP"
"720"	"MEG_2947"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"721"	"MEG_3146"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"GOB"
"722"	"MEG_5451"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"723"	"MEG_601"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"724"	"MEG_3062"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"FTU"
"725"	"MEG_1242"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAA"
"726"	"MEG_874"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"727"	"MEG_7076"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETG"
"728"	"MEG_1254"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"BLAB"
"729"	"MEG_1735"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CME"
"730"	"MEG_6582"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULI"
"731"	"MEG_1650"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CEPA"
"732"	"MEG_1037"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"
"733"	"MEG_5337"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"734"	"MEG_1253"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"BLAB"
"735"	"MEG_7085"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETH"
"736"	"MEG_7594"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANYA"
"737"	"MEG_4036"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHC"
"738"	"MEG_4077"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"MTRA"
"739"	"MEG_35"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC3"
"740"	"MEG_1405"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"741"	"MEG_267"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"742"	"MEG_481"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"743"	"MEG_5346"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"744"	"MEG_2508"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"745"	"MEG_3661"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"MARA"
"746"	"MEG_7294"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TTGF"
"747"	"MEG_4063"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"MSI"
"748"	"MEG_2121"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"CPXAR"
"749"	"MEG_42"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC3"
"750"	"MEG_6965"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET30"
"751"	"MEG_784"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"752"	"MEG_7310"	"Drugs"	"Elfamycins"	"EF-Tu_inhibition"	"TUFAB|RequiresSNPConfirmation"
"753"	"MEG_1015"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH2-DPRIME"
"754"	"MEG_4753"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"755"	"MEG_6045"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_regulator"	"RAMR|RequiresSNPConfirmation"
"756"	"MEG_3190"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"757"	"MEG_1306"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLASGM"
"758"	"MEG_1997"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"759"	"MEG_3964"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"MIR"
"760"	"MEG_4285"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	"OMPD"
"761"	"MEG_5421"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"PCOD"
"762"	"MEG_7241"	"Drugs"	"Tetracyclines"	"Tetracycline_inactivation_enzymes"	"TETX"
"763"	"MEG_4350"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"764"	"MEG_3917"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXK"
"765"	"MEG_6999"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET45"
"766"	"MEG_4625"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"767"	"MEG_6182"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SFC"
"768"	"MEG_3029"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"FOX"
"769"	"MEG_1579"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"770"	"MEG_7069"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETD"
"771"	"MEG_522"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"772"	"MEG_6502"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"SILC"
"773"	"MEG_5312"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OXY"
"774"	"MEG_7021"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"
"775"	"MEG_3376"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"776"	"MEG_2123"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"CRD"
"777"	"MEG_6553"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"SPG"
"778"	"MEG_2954"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"779"	"MEG_2863"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"ESP"
"780"	"MEG_1307"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLASGM"
"781"	"MEG_2882"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"FAR1"
"782"	"MEG_3210"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"783"	"MEG_7386"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VAND"
"784"	"MEG_897"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"785"	"MEG_5425"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"PCOS"
"786"	"MEG_5186"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"787"	"MEG_763"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"788"	"MEG_3729"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"
"789"	"MEG_2222"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"790"	"MEG_1363"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"791"	"MEG_5077"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"792"	"MEG_968"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"793"	"MEG_4290"	"Drugs"	"betalactams"	"Mutant_porin_proteins"	"OMPR"
"794"	"MEG_3598"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_MFS_efflux_pumps"	"LMRP"
"795"	"MEG_2756"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM"
"796"	"MEG_3779"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"MECA"
"797"	"MEG_2650"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DMEF"
"798"	"MEG_2142"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CTPV"
"799"	"MEG_7162"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"800"	"MEG_3454"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"KLUC"
"801"	"MEG_4601"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"802"	"MEG_3316"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"803"	"MEG_4755"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"804"	"MEG_1722"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"CINA"
"805"	"MEG_3621"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUP"
"806"	"MEG_3289"	"Biocides"	"Peroxide_resistance"	"Peroxide_resistance_stress_protein"	"IBPB"
"807"	"MEG_7616"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANZA"
"808"	"MEG_5938"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"809"	"MEG_1284"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"BLAEC"
"810"	"MEG_3208"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"811"	"MEG_6987"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET39"
"812"	"MEG_631"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"813"	"MEG_1627"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATB|RequiresSNPConfirmation"
"814"	"MEG_7793"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"VMEJ"
"815"	"MEG_4085"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MTRE"
"816"	"MEG_190"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"817"	"MEG_2479"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CZRA"
"818"	"MEG_4831"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"819"	"MEG_1314"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLASME"
"820"	"MEG_6625"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULII"
"821"	"MEG_3431"	"Drugs"	"Mycobacterium_tuberculosis-specific_Drug"	"Ethambutol-resistant_mutant"	"INIB|RequiresSNPConfirmation"
"822"	"MEG_4645"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"823"	"MEG_2852"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMV"
"824"	"MEG_87"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"825"	"MEG_1177"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSRM"
"826"	"MEG_486"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"827"	"MEG_2026"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPA"
"828"	"MEG_7033"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"
"829"	"MEG_7548"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANXA"
"830"	"MEG_900"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"831"	"MEG_6043"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"RAHN"
"832"	"MEG_4164"	"Metals"	"Sodium_resistance"	"Sodium_resistance_protein"	"NHAB"
"833"	"MEG_3818"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"
"834"	"MEG_4588"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"835"	"MEG_559"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"836"	"MEG_7192"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR|RequiresSNPConfirmation"
"837"	"MEG_5864"	"Drugs"	"Fluoroquinolones"	"Quinolone_active_efflux"	"QEPA"
"838"	"MEG_6629"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULII"
"839"	"MEG_1305"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLASGM"
"840"	"MEG_4171"	"Metals"	"Nickel_resistance"	"Nickel_ABC_efflux_pumps"	"NIKD"
"841"	"MEG_4120"	"Metals"	"Nickel_resistance"	"Nickel_MFS_efflux_pumps"	"NCRAN"
"842"	"MEG_2606"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"
"843"	"MEG_3028"	"Drugs"	"Fosfomycin"	"Fosfomycin_thiol_transferases"	"FOSX"
"844"	"MEG_5471"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"845"	"MEG_7096"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETL"
"846"	"MEG_209"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"847"	"MEG_1525"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"848"	"MEG_4886"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"849"	"MEG_5909"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"850"	"MEG_4008"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"MODC"
"851"	"MEG_7833"	"Multi-compound"	"Biocide_and_metal_resistance"	"Biocide_and_metal_resistance_protein"	"YHCN"
"852"	"MEG_7735"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"853"	"MEG_285"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"854"	"MEG_3638"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"LRA"
"855"	"MEG_7174"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"856"	"MEG_1701"	"Metals"	"Sodium_resistance"	"Sodium_resistance_protein"	"CHAA"
"857"	"MEG_3624"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_RND_efflux_pumps"	"LPEA"
"858"	"MEG_4196"	"Metals"	"Nickel_resistance"	"Nickel_resistance_protein"	"NIRB"
"859"	"MEG_7840"	"Drugs"	"Lipopeptides"	"Defensin-resistant_mutant"	"YKKCL|RequiresSNPConfirmation"
"860"	"MEG_6546"	"Biocides"	"Peroxide_resistance"	"peroxide_resistance_protein"	"SODB"
"861"	"MEG_4331"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXA"
"862"	"MEG_1080"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-PRIME"
"863"	"MEG_7527"	"Drugs"	"Glycopeptides"	"VanC-type_resistance_protein"	"VANTC"
"864"	"MEG_3985"	"Drugs"	"MLS"	"Macrolide-resistant_23S_rRNA_mutation"	"MLS23S|RequiresSNPConfirmation"
"865"	"MEG_5431"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"866"	"MEG_5593"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"867"	"MEG_6640"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULIV"
"868"	"MEG_2869"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	"EVGS"
"869"	"MEG_2684"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"DSBA"
"870"	"MEG_7406"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANHA"
"871"	"MEG_2105"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"CPHA"
"872"	"MEG_5797"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"PMRA"
"873"	"MEG_6991"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TET40"
"874"	"MEG_1310"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLASGM"
"875"	"MEG_825"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"876"	"MEG_2876"	"Biocides"	"Phenolic_compound_resistance"	"Phenolic_resistance_protein"	"FABK"
"877"	"MEG_4273"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OKP"
"878"	"MEG_7657"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"VEB"
"879"	"MEG_474"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"880"	"MEG_2171"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"881"	"MEG_888"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"882"	"MEG_1844"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"883"	"MEG_3245"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"GYRBA|RequiresSNPConfirmation"
"884"	"MEG_7488"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANSA"
"885"	"MEG_3787"	"Drugs"	"betalactams"	"Penicillin_binding_protein"	"MECA"
"886"	"MEG_7681"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"VGA"
"887"	"MEG_4574"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"888"	"MEG_13"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC2-PRIME"
"889"	"MEG_821"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"890"	"MEG_2790"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"891"	"MEG_6964"	"Drugs"	"Tetracyclines"	"Tetracycline-resistant_16S_ribosomal_subunit_protein"	"TET16S|RequiresSNPConfirmation"
"892"	"MEG_3406"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IND"
"893"	"MEG_1241"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAA"
"894"	"MEG_521"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"895"	"MEG_1126"	"Drugs"	"Rifampin"	"Rifampin_ADP-ribosyltransferase_Arr"	"ARR"
"896"	"MEG_2777"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM37"
"897"	"MEG_3926"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"MEXR"
"898"	"MEG_19"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC2-PRIME"
"899"	"MEG_7562"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANXB"
"900"	"MEG_7427"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VANHD"
"901"	"MEG_1151"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"ARSBM"
"902"	"MEG_6016"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRE"
"903"	"MEG_4251"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OKP"
"904"	"MEG_5276"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"905"	"MEG_3188"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"906"	"MEG_1087"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH6"
"907"	"MEG_7825"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"YFEC"
"908"	"MEG_197"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"909"	"MEG_6517"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"SLB"
"910"	"MEG_4535"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"911"	"MEG_3180"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"GYRA|RequiresSNPConfirmation"
"912"	"MEG_4822"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"913"	"MEG_4361"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"914"	"MEG_6564"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_regulator"	"SRPS"
"915"	"MEG_5823"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"QACAB"
"916"	"MEG_558"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"917"	"MEG_329"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"918"	"MEG_5364"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE|RequiresSNPConfirmation"
"919"	"MEG_878"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"920"	"MEG_1119"	"Drugs"	"Multi-drug_resistance"	"MDR_regulator"	"ARLS"
"921"	"MEG_3365"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"922"	"MEG_4330"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXA"
"923"	"MEG_2003"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CNRA"
"924"	"MEG_2443"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"CUER"
"925"	"MEG_2499"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"926"	"MEG_5071"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"927"	"MEG_5356"	"Drugs"	"Fluoroquinolones"	"Fluoroquinolone-resistant_DNA_topoisomerases"	"PARC|RequiresSNPConfirmation"
"928"	"MEG_7719"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"929"	"MEG_5263"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"930"	"MEG_304"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"931"	"MEG_5747"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_MATE_efflux_pump"	"PDRM"
"932"	"MEG_893"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"933"	"MEG_1258"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"BLAB"
"934"	"MEG_3862"	"Metals"	"Mercury_resistance"	"Mercury_resistance_regulator"	"MERD"
"935"	"MEG_82"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"936"	"MEG_2948"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"937"	"MEG_3479"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"KPC"
"938"	"MEG_4144"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"NDM"
"939"	"MEG_120"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"940"	"MEG_2446"	"Metals"	"Multi-metal_resistance"	"Multi-metal_RND_efflux_pumps"	"CUSA"
"941"	"MEG_4540"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"942"	"MEG_3172"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	"GRM"
"943"	"MEG_6543"	"Biocides"	"Peroxide_resistance"	"peroxide_resistance_protein"	"SODA"
"944"	"MEG_7565"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VANXD"
"945"	"MEG_3609"	"Drugs"	"MLS"	"Lincosamide_nucleotidyltransferases"	"LNUB"
"946"	"MEG_1373"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"947"	"MEG_2017"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"COMR"
"948"	"MEG_6984"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET38"
"949"	"MEG_7152"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"950"	"MEG_7169"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"951"	"MEG_111"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"952"	"MEG_2093"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"CORD"
"953"	"MEG_4259"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OKP"
